taxa	taxid	superkingdom	clade	kingdom	family	genus
Erysipelothrix larvae	1514105	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Allobaculum mucilyticum	2834459	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Allobaculum
Bulleidia sp. zg-1006	2806552	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Bulleidia
Faecalibacillus intestinalis	1982626	Bacteria	Terrabacteria group	NA	Coprobacillaceae	Faecalibacillus
Tannockella kyphosi	2899121	Bacteria	Terrabacteria group	NA	Coprobacillaceae	Tannockella
Longicatena caecimuris	1796635	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Longicatena
Turicibacter sanguinis	154288	Bacteria	Terrabacteria group	NA	Turicibacteraceae	Turicibacter
Limnochorda pilosa	1555112	Bacteria	Terrabacteria group	NA	Limnochordaceae	Limnochorda
Ndongobacter massiliensis	1871025	Bacteria	Terrabacteria group	NA	NA	Ndongobacter
endosymbiont 'TC1' of Trimyema compressum	243899	Bacteria	Terrabacteria group	NA	NA	NA
Corynebacterium felinum	131318	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium tuberculostearicum	38304	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium matruchotii	43768	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sp. SCR221107	3017361	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sp. R4	3049799	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sp. ATCC 6931	1487956	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sp. sy039	2599641	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sp. NML98-0116	702967	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sp. CNCTC7651	2815361	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium coyleae	53374	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium macginleyi	38290	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium sanguinis	2594913	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium amycolatum	43765	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium accolens	38284	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium diphtheriae	1717	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium efficiens	152794	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium glucuronolyticum	39791	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium simulans	146827	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium urealyticum	43771	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium kroppenstedtii	161879	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium endometrii	2488819	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium halotolerans	225326	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium vitaeruminis	38305	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium fournieri	1852390	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium pseudotuberculosis	1719	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium kefirresidentii	1979527	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium hindlerae	699041	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium phocae	161895	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium massiliense	441501	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium nuruki	1032851	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium guangdongense	1783348	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium minutissimum	38301	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium jeikeium	38289	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium glutamicum	1718	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium cyclohexanicum	322009	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium heidelbergense	2055947	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium afermentans	38286	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium uberis	2883169	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium striatum	43770	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium camporealensis	161896	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium aquatimens	1190508	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium atypicum	191610	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium choanae	1862358	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium marinum	349751	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium frankenforstense	1230998	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium jeddahense	1414719	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium ureicelerivorans	401472	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium canis	679663	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium durum	61592	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium atrinae	1336740	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium maris	575200	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium humireducens	1223514	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium gerontici	2079234	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium stationis	1705	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium ulcerans	65058	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium capitovis	131081	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium renale	1724	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium uterequi	1072256	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium kalinowskii	2675216	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium mustelae	571915	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium kutscheri	35755	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium rouxii	2719119	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium xerosis	1725	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium ihumii	1232427	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium aurimucosum	169292	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium occultum	2675219	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium lizhenjunii	2709394	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium aquilae	203263	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium deserti	1408191	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium pelargi	1471400	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium imitans	156978	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium flavescens	28028	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium silvaticum	2320431	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium lujinxingii	2763010	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium hadale	2026255	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium appendicis	163202	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium argentoratense	42817	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium yudongzhengii	2080740	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium freiburgense	556548	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium auris	44750	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium ciconiae	227319	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium falsenii	108486	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium lactis	1231000	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium poyangense	2684405	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium riegelii	156976	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium variabile	1727	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium zhongnanshanii	2768834	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium confusum	71254	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium suranareeae	2506452	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium hansenii	394964	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium ammoniagenes	1697	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Mycobacteroides chelonae	1774	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacteroides
Mycobacteroides abscessus	36809	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacteroides
Mycobacteroides saopaulense	1578165	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacteroides
[Mycobacterium] stephanolepidis	1520670	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacteroides
Mycobacteroides immunogenum	83262	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacteroides
Mycolicibacterium aubagnense	319707	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium hassiacum	46351	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium insubricum	444597	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium sp. TUM20985	3023370	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium sp. HK-90	3056937	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium sp. YH-1	2908837	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium goodii	134601	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium duvalii	39688	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium vanbaalenii	110539	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium psychrotolerans	216929	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium neoaurum	1795	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium phocaicum	319706	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium gilvum	1804	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium mageritense	53462	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium poriferae	39694	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium moriokaense	39691	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium vaccae	1810	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium rufum	318424	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium aurum	1791	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium chitae	1792	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium arabiense	1286181	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium alvei	67081	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium litorale	758802	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium doricum	126673	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium gadium	1794	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium phlei	1771	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium chubuense	1800	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium celeriflavum	1249101	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium parafortuitum	39692	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium smegmatis	1772	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium monacense	85693	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium confluentis	28047	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium madagascariense	212765	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium farcinogenes	1802	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium helvum	1534349	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium aichiense	1799	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium tokaiense	39695	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium mucogenicum	56689	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium mengxianglii	2736649	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium thermoresistibile	1797	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium pallens	370524	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium brumae	85968	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium rhodesiae	36814	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycolicibacterium diernhoferi	1801	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycobacterium avium	1764	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium intracellulare	1767	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium tuberculosis	1773	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. SMC-8	2857060	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. SMC-4	2857059	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. IDR2000157661	2867005	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. JS623	212767	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium sp. YC-RL4	1682113	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium saskatchewanense	220927	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium shigaense	722731	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium parmense	185642	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium simiae	1784	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium stomatepiae	470076	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium marinum	1781	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium shottsii	133549	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium ulcerans	1809	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium dioxanotrophicus	482462	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium gordonae	1778	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium gallinarum	39689	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium grossiae	1552759	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycobacterium heckeshornense	110505	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium kansasii	1768	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium cookii	1775	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium paraterrae	577492	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium lepromatosis	480418	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium paragordonae	1389713	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium xenopi	1789	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium paraseoulense	590652	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycolicibacillus koreensis	1069220	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacillus
Mycolicibacter heraklionensis	512402	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacter
Mycolicibacter terrae	1788	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacter
Lawsonella clevelandensis	1528099	Bacteria	Terrabacteria group	NA	Lawsonellaceae	Lawsonella
Rhodococcus sp. ABRD24	2507582	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. JS3073	3002901	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. WAY2	2663121	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. X156	2499145	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. W8901	2742603	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. DMF-1	2907624	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. B7740	1564114	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. C1	644410	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. Z13	2962047	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus opacus	37919	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus globerulus	33008	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus erythropolis	1833	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus qingshengii	334542	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus fascians	1828	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus oxybenzonivorans	1990687	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus rhodochrous	1829	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus antarcticus	2987751	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus ruber	1830	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus pyridinivorans	103816	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus jostii	132919	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus gordoniae	223392	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Prescottella equi	43767	Bacteria	Terrabacteria group	NA	Nocardiaceae	Prescottella
Nocardia asteroides	1824	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia sp. PE-7	3058426	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia huaxiensis	2755382	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia farcinica	37329	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia terpenica	455432	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia seriolae	37332	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia arthritidis	228602	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia tengchongensis	2055889	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Nocardia wallacei	480035	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Dietzia sp. oral taxon 368	712270	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Dietzia lutea	546160	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Dietzia psychralcaliphila	139021	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Dietzia timorensis	499555	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Gordonia polyisoprenivorans	84595	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia sp. L191	2982699	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia sp. Swx-4	3029399	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia sp. KTR9	337191	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia iterans	1004901	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia phthalatica	1136941	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia hongkongensis	1701090	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia otitidis	249058	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia mangrovi	2665643	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia amarae	36821	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Gordonia pseudamarae	2831662	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Skermania piniformis	39122	Bacteria	Terrabacteria group	NA	Gordoniaceae	Skermania
Hoyosella subflava	639313	Bacteria	Terrabacteria group	NA	Hoyosellaceae	Hoyosella
Segniliparus rotundus	286802	Bacteria	Terrabacteria group	NA	Segniliparaceae	Segniliparus
Micrococcus luteus	1270	Bacteria	Terrabacteria group	NA	Micrococcaceae	Micrococcus
Micrococcus yunnanensis	566027	Bacteria	Terrabacteria group	NA	Micrococcaceae	Micrococcus
Micrococcus lylae	1273	Bacteria	Terrabacteria group	NA	Micrococcaceae	Micrococcus
Micrococcus porci	2856555	Bacteria	Terrabacteria group	NA	Micrococcaceae	Micrococcus
Micrococcus sp. KBS0714	1179670	Bacteria	Terrabacteria group	NA	Micrococcaceae	Micrococcus
Kocuria rhizophila	72000	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Kocuria flava	446860	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Kocuria rosea	1275	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Kocuria varians	1272	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Kocuria sp. KD4	2719588	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Kocuria sp. TGY1127_2	2711328	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Kocuria palustris	71999	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Kocuria indica	1049583	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Arthrobacter sp. ATA002	2991715	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. Helios	2828862	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. zg-Y1171	2964610	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. YC-RL1	1652545	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. StoSoilB13	2830993	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. ERGS1:01	1704044	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. U41	1849032	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. DNA4	2963432	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. FB24	290399	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. FW306-2-2C-D06B	2879618	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. YA7-1	2987701	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. StoSoilA2	2830990	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter polaris	2813727	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter crystallopoietes	37928	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter dokdonellae	2211210	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter citreus	1670	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter zhangbolii	2886936	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter alpinus	656366	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sunyaminii	2816859	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter jiangjiafuii	2817475	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
